qid,docid,docno,rank,score,query,features
19199,3845,42531,35,8.95179905063998,House is having a conversation with the bus driver and a mystery woman,[4.42724324 4.13754313]
19199,4540,50012,36,8.95179905063998,House is having a conversation with the bus driver and a mystery woman,[4.42724324 4.13754313]
19199,2877,31667,37,8.867865978946313,House is having a conversation with the bus driver and a mystery woman,[4.72361917 3.2744823 ]
19199,175,1862,38,8.859584051480976,House is having a conversation with the bus driver and a mystery woman,[4.27947832 4.19268265]
19199,3741,41287,39,8.859584051480976,House is having a conversation with the bus driver and a mystery woman,[4.27947832 4.19268265]
19199,1848,20411,40,8.847176200379709,House is having a conversation with the bus driver and a mystery woman,[4.71558768 3.87793351]
19199,3376,37252,41,8.746130741189976,House is having a conversation with the bus driver and a mystery woman,[4.31580442 4.13834207]
19199,7370,80835,42,8.728214058206548,House is having a conversation with the bus driver and a mystery woman,[3.82227147 6.52118359]
19199,6933,76105,43,8.664976631636996,House is having a conversation with the bus driver and a mystery woman,[4.17799851 4.1881435 ]
19199,4006,44461,44,8.662125560715799,House is having a conversation with the bus driver and a mystery woman,[4.19914179 4.35979504]
19199,4999,55220,45,8.662125560715799,House is having a conversation with the bus driver and a mystery woman,[4.19914179 4.35979504]
19199,2163,23884,46,8.5793301790607,House is having a conversation with the bus driver and a mystery woman,[4.4977726  3.50247518]
19199,1007,11413,47,8.549700674552907,House is having a conversation with the bus driver and a mystery woman,[4.21030582 4.13586883]
19199,6313,69401,48,8.483618584502183,House is having a conversation with the bus driver and a mystery woman,[4.10744914 4.35155994]
19199,3272,36173,49,8.481554538962255,House is having a conversation with the bus driver and a mystery woman,[4.46800764 4.27581305]
19199,205,2134,50,8.443184905192634,House is having a conversation with the bus driver and a mystery woman,[4.49677114 4.69130128]
19199,4668,51311,51,8.363960048271343,House is having a conversation with the bus driver and a mystery woman,[4.47053393 1.98119498]
19199,6332,69636,52,8.363960048271343,House is having a conversation with the bus driver and a mystery woman,[4.47053393 1.98119498]
19199,6640,73119,53,8.291443394645452,House is having a conversation with the bus driver and a mystery woman,[3.58933769 5.68676141]
19199,6143,67506,54,8.2479812216476,House is having a conversation with the bus driver and a mystery woman,[3.57801478 5.61284651]
19199,6013,66161,55,8.204807519861916,House is having a conversation with the bus driver and a mystery woman,[3.79084664 4.38756091]
19199,7689,84207,56,8.12719390089413,House is having a conversation with the bus driver and a mystery woman,[3.55576611 4.66624212]
19199,7745,84834,57,8.106808544247459,House is having a conversation with the bus driver and a mystery woman,[4.23200219 2.4146163 ]
19199,5419,59601,58,8.10622620768406,House is having a conversation with the bus driver and a mystery woman,[3.5117694  5.09167158]
19199,594,6643,59,8.091159163002802,House is having a conversation with the bus driver and a mystery woman,[4.19852122 4.33451897]
19199,1161,13190,60,8.03511237904221,House is having a conversation with the bus driver and a mystery woman,[3.94801895 5.47017682]
19199,2171,23920,61,8.017206651061793,House is having a conversation with the bus driver and a mystery woman,[3.49871418 5.52976355]
19199,2700,29673,62,7.981106969033877,House is having a conversation with the bus driver and a mystery woman,[3.69807571 4.67076799]
19199,2834,31195,63,7.96160921352957,House is having a conversation with the bus driver and a mystery woman,[3.51419698 4.65934863]
19199,1627,17991,64,7.869399451120847,House is having a conversation with the bus driver and a mystery woman,[3.51242723 4.65310198]
19199,98,1035,65,7.864997729326281,House is having a conversation with the bus driver and a mystery woman,[4.03261964 2.65917728]
19199,7810,85575,66,7.864997729326281,House is having a conversation with the bus driver and a mystery woman,[4.03261964 2.65917728]
19199,7179,78752,67,7.844940068510698,House is having a conversation with the bus driver and a mystery woman,[3.83753538 4.10593531]
19199,3860,42712,68,7.816361873890287,House is having a conversation with the bus driver and a mystery woman,[3.96490545 3.76159578]
19199,1062,12033,69,7.807489742105483,House is having a conversation with the bus driver and a mystery woman,[3.73711213 4.14314411]
19199,5107,56177,70,7.807489742105483,House is having a conversation with the bus driver and a mystery woman,[3.73711213 4.14314411]
19199,3803,42146,71,7.766696392454102,House is having a conversation with the bus driver and a mystery woman,[3.31116566 5.09945981]
19199,4847,53442,72,7.702201148179806,House is having a conversation with the bus driver and a mystery woman,[3.89091198 3.77549477]
19199,436,4798,73,7.637194612611784,House is having a conversation with the bus driver and a mystery woman,[3.86014591 2.80428522]
19199,1163,13199,74,7.613121740259508,House is having a conversation with the bus driver and a mystery woman,[3.22482888 4.01196415]
19199,4928,54474,75,7.613121740259508,House is having a conversation with the bus driver and a mystery woman,[3.22482888 4.01196415]
19199,797,9075,76,7.588431371572452,House is having a conversation with the bus driver and a mystery woman,[3.33199737 4.57809801]
19199,2689,29517,77,7.534405670375224,House is having a conversation with the bus driver and a mystery woman,[3.67529919 4.08424554]
19199,7334,80417,78,7.534405670375224,House is having a conversation with the bus driver and a mystery woman,[3.67529919 4.08424554]
19199,123,1356,79,7.503846479351064,House is having a conversation with the bus driver and a mystery woman,[3.45027858 4.32814772]
19199,2620,28751,80,7.4871793561854165,House is having a conversation with the bus driver and a mystery woman,[3.67393436 4.40547734]
19199,7361,80694,81,7.390793541786342,House is having a conversation with the bus driver and a mystery woman,[3.16643281 5.51511174]
19199,6968,76530,82,7.378887379533552,House is having a conversation with the bus driver and a mystery woman,[3.68729454 3.79365552]
19199,2675,29324,83,7.362084510955668,House is having a conversation with the bus driver and a mystery woman,[3.21941559 5.4981785 ]
19199,1095,12511,84,7.348324499692404,House is having a conversation with the bus driver and a mystery woman,[3.12758381 5.37821686]
19199,1054,11972,85,7.219009407908921,House is having a conversation with the bus driver and a mystery woman,[3.57056686 2.94631587]
19199,3680,40524,86,7.219009407908921,House is having a conversation with the bus driver and a mystery woman,[3.57056686 2.94631587]
19199,4150,45972,87,7.219009407908921,House is having a conversation with the bus driver and a mystery woman,[3.57056686 2.94631587]
19199,5888,64658,88,7.219009407908921,House is having a conversation with the bus driver and a mystery woman,[3.57056686 2.94631587]
19199,7574,83082,89,7.17801400033575,House is having a conversation with the bus driver and a mystery woman,[3.56460562 3.79230768]
19199,3228,35780,90,7.161334499334398,House is having a conversation with the bus driver and a mystery woman,[3.01360591 4.92025505]
19199,2985,32912,91,7.0816234766166835,House is having a conversation with the bus driver and a mystery woman,[3.50663445 3.78886958]
19199,3581,39591,92,7.034057191161921,House is having a conversation with the bus driver and a mystery woman,[3.36932373 4.23813966]
19199,600,6749,93,7.026632883554756,House is having a conversation with the bus driver and a mystery woman,[3.4460382  2.97794909]
19199,1013,11519,94,7.026632883554756,House is having a conversation with the bus driver and a mystery woman,[3.4460382  2.97794909]
19199,1544,17232,95,7.026632883554756,House is having a conversation with the bus driver and a mystery woman,[3.4460382  2.97794909]
19199,5194,57167,96,7.026632883554756,House is having a conversation with the bus driver and a mystery woman,[3.4460382  2.97794909]
19199,5887,64648,97,7.026632883554756,House is having a conversation with the bus driver and a mystery woman,[3.4460382  2.97794909]
19199,4071,45074,98,6.981679546996938,House is having a conversation with the bus driver and a mystery woman,[3.38816421 4.03532845]
19199,2489,27313,99,6.924348963629365,House is having a conversation with the bus driver and a mystery woman,[2.91402097 4.36446718]
72484,6106,67123,0,12.93032574458271,Richard is having a conversation with a patient,[6.06403707 6.68199936]
72484,2699,29666,1,12.58928052090939,Richard is having a conversation with a patient,[5.72153701 6.56993487]
72484,5893,64753,2,12.458805218141576,Richard is having a conversation with a patient,[5.73814641 6.67329076]
72484,7400,81225,3,11.994509327547735,Richard is having a conversation with a patient,[5.39179684 6.50412131]
72484,1107,12673,4,11.086345880675232,Richard is having a conversation with a patient,[4.89863416 6.36587337]
72484,2721,29923,5,11.043704857377477,Richard is having a conversation with a patient,[5.69156476 5.77878262]
72484,1746,19329,6,10.968387127043602,Richard is having a conversation with a patient,[4.83531816 6.34502394]
72484,5064,55839,7,10.295313006406602,Richard is having a conversation with a patient,[5.18869459 2.71860871]
72484,6375,70160,8,10.219455072354437,Richard is having a conversation with a patient,[5.12490633 3.33457499]
72484,4715,52048,9,10.14456379907786,Richard is having a conversation with a patient,[5.10236543 4.03084108]
72484,1323,14979,10,10.066964967166989,Richard is having a conversation with a patient,[4.7065625  6.48176729]
72484,7581,83119,11,9.881242479341948,Richard is having a conversation with a patient,[4.94792979 4.07430986]
72484,5100,56125,12,9.867181137104355,Richard is having a conversation with a patient,[4.24860378 5.36025404]
72484,2812,30952,13,9.81950258265187,Richard is having a conversation with a patient,[4.86223288 4.25248419]
72484,4430,48831,14,9.723065674256762,Richard is having a conversation with a patient,[4.72424617 2.7606695 ]
72484,5969,65695,15,9.614267547186612,Richard is having a conversation with a patient,[4.6673355 4.0330237]
72484,6604,72647,16,9.604636387605645,Richard is having a conversation with a patient,[4.64354546 3.86551975]
72484,3749,41418,17,9.565798476198614,Richard is having a conversation with a patient,[4.64617653 4.16539209]
72484,847,9571,18,9.55676858961002,Richard is having a conversation with a patient,[4.59053609 2.97799522]
72484,1781,19750,19,9.55676858961002,Richard is having a conversation with a patient,[4.59053609 2.97799522]
72484,5603,61456,20,9.55676858961002,Richard is having a conversation with a patient,[4.59053609 2.97799522]
72484,671,7707,21,9.522792621499947,Richard is having a conversation with a patient,[4.58469659 3.90651226]
72484,7403,81245,22,9.439464827247825,Richard is having a conversation with a patient,[4.56742387 4.28319594]
72484,7408,81301,23,9.29442297976393,Richard is having a conversation with a patient,[4.44260033 4.14744523]
72484,2119,23332,24,9.181071827296298,Richard is having a conversation with a patient,[3.90549389 5.22628465]
72484,5913,64959,25,9.181071827296298,Richard is having a conversation with a patient,[3.90549389 5.22628465]
72484,7468,81891,26,9.167373018911178,Richard is having a conversation with a patient,[4.54528877 4.1324488 ]
72484,5286,58035,27,9.141228115216336,Richard is having a conversation with a patient,[4.37816714 4.43683382]
72484,2880,31709,28,9.133641193298898,Richard is having a conversation with a patient,[4.31746598 4.04286699]
72484,1820,20166,29,9.090342415172195,Richard is having a conversation with a patient,[4.24999155 3.35303034]
72484,2379,26070,30,9.090342415172195,Richard is having a conversation with a patient,[4.24999155 3.35303034]
72484,6519,71770,31,9.090342415172195,Richard is having a conversation with a patient,[4.24999155 3.35303034]
72484,5593,61327,32,9.069822092037267,Richard is having a conversation with a patient,[4.25400955 3.82685088]
72484,2371,26043,33,8.95179905063998,Richard is having a conversation with a patient,[4.42724324 4.13754313]
72484,3845,42531,34,8.95179905063998,Richard is having a conversation with a patient,[4.42724324 4.13754313]
72484,4540,50012,35,8.95179905063998,Richard is having a conversation with a patient,[4.42724324 4.13754313]
72484,751,8671,36,8.872596147446922,Richard is having a conversation with a patient,[3.75179148 5.16184346]
72484,1628,18001,37,8.872596147446922,Richard is having a conversation with a patient,[3.75179148 5.16184346]
72484,1432,16078,38,8.803888272666184,Richard is having a conversation with a patient,[4.0593638  3.47696637]
72484,6506,71598,39,8.784639473138679,Richard is having a conversation with a patient,[4.07063296 3.89380563]
72484,6775,74393,40,8.775046603052452,Richard is having a conversation with a patient,[4.08649048 4.10596259]
72484,4702,51838,41,8.760072438821169,Richard is having a conversation with a patient,[3.65529899 5.94511947]
72484,3376,37252,42,8.746130741189976,Richard is having a conversation with a patient,[4.31580442 4.13834207]
72484,7413,81328,43,8.706680255555936,Richard is having a conversation with a patient,[4.04384688 4.1129742 ]
72484,6636,73082,44,8.6673262275344,Richard is having a conversation with a patient,[3.97226854 3.51777646]
72484,1887,20817,45,8.66056538176621,Richard is having a conversation with a patient,[4.03154978 4.24206146]
72484,6099,67074,46,8.639370956394975,Richard is having a conversation with a patient,[4.0022563  4.11855517]
72484,6848,75168,47,8.604276500830853,Richard is having a conversation with a patient,[3.95883718 3.91961665]
72484,128,1423,48,8.589675886506251,Richard is having a conversation with a patient,[3.99388801 2.32043491]
72484,5708,62650,49,8.560865195251692,Richard is having a conversation with a patient,[3.9103407  6.19662171]
72484,1007,11413,50,8.549700674552907,Richard is having a conversation with a patient,[4.21030582 4.13586883]
72484,901,10278,51,8.537705303959456,Richard is having a conversation with a patient,[4.66299323 3.61242884]
72484,7488,82123,52,8.516844151977478,Richard is having a conversation with a patient,[3.9056765 3.9283682]
72484,5771,63415,53,8.446884661223706,Richard is having a conversation with a patient,[3.53979684 5.068705  ]
72484,5830,64043,54,8.406529448124832,Richard is having a conversation with a patient,[3.81160696 3.57134392]
72484,5745,63097,55,8.347203939527185,Richard is having a conversation with a patient,[3.80429009 3.9393177 ]
72484,4047,44871,56,8.333462049126465,Richard is having a conversation with a patient,[3.80218241 2.55201979]
72484,5007,55317,57,8.333462049126465,Richard is having a conversation with a patient,[3.80218241 2.55201979]
72484,5330,58475,58,8.333462049126465,Richard is having a conversation with a patient,[3.80218241 2.55201979]
72484,885,10175,59,8.281929287204438,Richard is having a conversation with a patient,[3.73715784 3.5877893 ]
72484,6791,74584,60,8.264893039731428,Richard is having a conversation with a patient,[3.75587772 3.94206486]
72484,4158,46157,61,8.195849642320294,Richard is having a conversation with a patient,[3.73696327 4.12786017]
72484,6406,70453,62,8.16096878499581,Richard is having a conversation with a patient,[3.6661509  3.59910385]
72484,1731,19215,63,8.092090253082016,Richard is having a conversation with a patient,[3.63664117 2.68801191]
72484,3497,38720,64,8.009295237214522,Richard is having a conversation with a patient,[4.29023478 4.24948065]
72484,7025,77056,65,7.964462141348879,Richard is having a conversation with a patient,[4.19772822 3.45257069]
72484,640,7279,66,7.905943096315031,Richard is having a conversation with a patient,[3.57065896 4.11351095]
72484,233,2461,67,7.890845379638781,Richard is having a conversation with a patient,[4.27024324 1.92082313]
72484,3840,42492,68,7.864307138749118,Richard is having a conversation with a patient,[3.49045092 2.76957656]
72484,3917,43391,69,7.864307138749118,Richard is having a conversation with a patient,[3.49045092 2.76957656]
72484,1374,15503,70,7.850405621185513,Richard is having a conversation with a patient,[3.53935529 4.10928711]
72484,7179,78752,71,7.844940068510698,Richard is having a conversation with a patient,[3.83753538 4.10593531]
72484,6942,76215,72,7.821835280413972,Richard is having a conversation with a patient,[4.11607629 3.92964334]
72484,1005,11397,73,7.741639068731627,Richard is having a conversation with a patient,[3.47852665 4.0997923 ]
72484,5833,64064,74,7.710509903784478,Richard is having a conversation with a patient,[3.41115928 3.60951651]
72484,1095,12511,75,7.710226401814612,Richard is having a conversation with a patient,[3.47381893 6.60767902]
72484,1191,13507,76,7.64899660540006,Richard is having a conversation with a patient,[3.35930158 2.81812454]
72484,3189,35339,77,7.64899660540006,Richard is having a conversation with a patient,[3.35930158 2.81812454]
72484,3236,35835,78,7.64899660540006,Richard is having a conversation with a patient,[3.35930158 2.81812454]
72484,6004,66097,79,7.64899660540006,Richard is having a conversation with a patient,[3.35930158 2.81812454]
72484,6282,69111,80,7.64899660540006,Richard is having a conversation with a patient,[3.35930158 2.81812454]
72484,2177,23976,81,7.6482398739114545,Richard is having a conversation with a patient,[4.03876971 2.33820818]
72484,2438,26681,82,7.6482398739114545,Richard is having a conversation with a patient,[4.03876971 2.33820818]
72484,4953,54758,83,7.591189730692478,Richard is having a conversation with a patient,[3.37575783 3.91648572]
72484,1933,21279,84,7.583390561379868,Richard is having a conversation with a patient,[3.9498985  3.96545718]
72484,2689,29517,85,7.534405670375224,Richard is having a conversation with a patient,[3.67529919 4.08424554]
72484,7334,80417,86,7.534405670375224,Richard is having a conversation with a patient,[3.67529919 4.08424554]
72484,3279,36274,87,7.445161522413252,Richard is having a conversation with a patient,[3.24026345 2.8456559 ]
72484,3464,38276,88,7.445161522413252,Richard is having a conversation with a patient,[3.24026345 2.8456559 ]
72484,5194,57167,89,7.445161522413252,Richard is having a conversation with a patient,[3.24026345 2.8456559 ]
72484,6934,76118,90,7.445161522413252,Richard is having a conversation with a patient,[3.24026345 2.8456559 ]
72484,656,7416,91,7.404002304993744,Richard is having a conversation with a patient,[3.24473139 3.59502769]
72484,7190,78841,92,7.35905351206422,Richard is having a conversation with a patient,[3.79894476 3.98016149]
72484,3459,38208,93,7.307177518092219,Richard is having a conversation with a patient,[3.19315385 3.58765686]
72484,5160,56705,94,7.297577331578794,Richard is having a conversation with a patient,[3.77988138 4.16924424]
72484,699,8020,95,7.262312453715513,Richard is having a conversation with a patient,[3.19876027 3.88075111]
72484,4120,45658,96,7.212852466018247,Richard is having a conversation with a patient,[3.14332362 3.57935221]
72484,5034,55589,97,7.212852466018247,Richard is having a conversation with a patient,[3.14332362 3.57935221]
72484,4765,52606,98,7.205190062425655,Richard is having a conversation with a patient,[3.67875778 2.70995421]
72484,2171,23920,99,7.191524539074944,Richard is having a conversation with a patient,[3.16755431 5.88973182]
8764,282,2873,0,16.562041554711605,Sheldon explains a new project he is working on,[7.69368821 8.00654349]
8764,4446,48995,1,15.576612298618974,Sheldon explains a new project he is working on,[7.72695109 7.38528165]
8764,7147,78359,2,15.439255060460518,Sheldon explains a new project he is working on,[7.655112   8.51382453]
8764,7515,82372,3,14.550156323350862,Sheldon explains a new project he is working on,[7.16254197 7.34764023]
8764,2961,32609,4,13.860794023184472,Sheldon explains a new project he is working on,[6.75507072 5.90623983]
8764,2325,25533,5,13.753240838327958,Sheldon explains a new project he is working on,[7.57874686 5.61728069]
8764,773,8895,6,12.966649413849929,Sheldon explains a new project he is working on,[6.79414971 3.93605289]
8764,1324,14988,7,12.580304990202757,Sheldon explains a new project he is working on,[6.31683101 5.15974609]
8764,6774,74388,8,12.580304990202757,Sheldon explains a new project he is working on,[6.31683101 5.15974609]
8764,1514,16871,9,12.50156831478468,Sheldon explains a new project he is working on,[5.87750198 6.06139617]
8764,2652,29056,10,12.35454955557059,Sheldon explains a new project he is working on,[6.14482813 5.25306345]
8764,2910,32121,11,12.35454955557059,Sheldon explains a new project he is working on,[6.14482813 5.25306345]
8764,374,4108,12,12.151037474133268,Sheldon explains a new project he is working on,[5.95330437 6.38330466]
8764,2362,25937,13,11.495414863045976,Sheldon explains a new project he is working on,[5.43077121 4.83251894]
8764,245,2577,14,11.35685742909605,Sheldon explains a new project he is working on,[5.45554329 5.06902808]
8764,855,9694,15,11.251253489457588,Sheldon explains a new project he is working on,[5.27989623 5.3326943 ]
8764,7483,82073,16,11.189180224235677,Sheldon explains a new project he is working on,[5.42303573 5.18390422]
8764,3595,39700,17,11.18907810236255,Sheldon explains a new project he is working on,[5.2287519  4.86186391]
8764,1113,12711,18,10.913002244648467,Sheldon explains a new project he is working on,[5.56154512 6.13080614]
8764,6887,75543,19,10.830287337849681,Sheldon explains a new project he is working on,[5.01262183 5.31611034]
8764,4547,50064,20,10.828376438919733,Sheldon explains a new project he is working on,[5.088093   5.43993958]
8764,7228,79220,21,10.806072033414068,Sheldon explains a new project he is working on,[5.24466199 5.21085661]
8764,2786,30753,22,10.732474770161055,Sheldon explains a new project he is working on,[5.17352319 5.90826067]
8764,2286,25160,23,10.570616908664796,Sheldon explains a new project he is working on,[5.22471329 4.75354956]
8764,2301,25319,24,10.564198656983692,Sheldon explains a new project he is working on,[5.27945137 5.48260789]
8764,2853,31450,25,10.20011657112424,Sheldon explains a new project he is working on,[4.82983991 5.42044871]
8764,1816,20119,26,10.116019974067452,Sheldon explains a new project he is working on,[4.6324264  5.07390943]
8764,3106,34249,27,10.086328793843398,Sheldon explains a new project he is working on,[5.05800764 6.01718271]
8764,5658,62044,28,10.082282696233648,Sheldon explains a new project he is working on,[4.8880304  5.15521226]
8764,4085,45262,29,10.02878607815108,Sheldon explains a new project he is working on,[4.58021027 4.64945934]
8764,5849,64211,30,10.018726578747657,Sheldon explains a new project he is working on,[5.27997036 3.97238625]
8764,2049,22508,31,10.003311988817831,Sheldon explains a new project he is working on,[4.695858   5.20899407]
8764,6174,67858,32,9.901699105532085,Sheldon explains a new project he is working on,[4.56049229 5.16902077]
8764,1956,21518,33,9.874042282542073,Sheldon explains a new project he is working on,[4.86064782 4.76372729]
8764,6710,73792,34,9.8735027664147,Sheldon explains a new project he is working on,[4.43744776 4.78319276]
8764,5444,59863,35,9.725356283505583,Sheldon explains a new project he is working on,[4.59628115 6.92835579]
8764,2427,26574,36,9.628850691771772,Sheldon explains a new project he is working on,[4.38950566 5.129677  ]
8764,573,6386,37,9.581380099599683,Sheldon explains a new project he is working on,[5.00722535 4.7051432 ]
8764,4509,49774,38,9.458515485030961,Sheldon explains a new project he is working on,[4.64655511 4.7567277 ]
8764,4172,46283,39,9.432088012476552,Sheldon explains a new project he is working on,[4.32494872 5.13877809]
8764,5176,56927,40,9.284062500767565,Sheldon explains a new project he is working on,[4.33457185 5.10709776]
8764,155,1623,41,9.22286604790877,Sheldon explains a new project he is working on,[4.07748174 4.6744269 ]
8764,2986,32926,42,9.196971549101383,Sheldon explains a new project he is working on,[4.54826838 5.82542223]
8764,2565,28124,43,9.181164966762992,Sheldon explains a new project he is working on,[3.96384935 4.99601071]
8764,548,6024,44,9.146697292760845,Sheldon explains a new project he is working on,[4.19427411 5.09789422]
8764,2321,25507,45,9.129376402800823,Sheldon explains a new project he is working on,[4.08467952 5.03570976]
8764,5845,64173,46,9.079100656206968,Sheldon explains a new project he is working on,[4.35754031 4.95675949]
8764,4306,47661,47,8.918524296825613,Sheldon explains a new project he is working on,[4.5668685  3.16989247]
8764,1505,16766,48,8.896906144281067,Sheldon explains a new project he is working on,[4.35951065 4.73519585]
8764,4056,45003,49,8.896906144281067,Sheldon explains a new project he is working on,[4.35951065 4.73519585]
8764,6676,73443,50,8.739902608010883,Sheldon explains a new project he is working on,[4.04238715 4.97970721]
8764,4334,47986,51,8.73916025449783,Sheldon explains a new project he is working on,[4.4451814  4.35940225]
8764,2729,30037,52,8.519901124356945,Sheldon explains a new project he is working on,[3.71835941 4.40892076]
8764,4279,47406,53,8.416275939648848,Sheldon explains a new project he is working on,[3.69125765 5.58146247]
8764,5306,58249,54,8.393151881585554,Sheldon explains a new project he is working on,[4.01402676 5.11122768]
8764,514,5599,55,8.340630713717994,Sheldon explains a new project he is working on,[3.6221683  4.36825633]
8764,3370,37171,56,8.340630713717994,Sheldon explains a new project he is working on,[3.6221683  4.36825633]
8764,1115,12726,57,8.269742260185483,Sheldon explains a new project he is working on,[4.16659311 4.37871594]
8764,2393,26213,58,8.24081977949863,Sheldon explains a new project he is working on,[3.59073628 4.86896915]
8764,1606,17799,59,8.205525624994628,Sheldon explains a new project he is working on,[4.09763813 3.3939289 ]
8764,3678,40508,60,8.205525624994628,Sheldon explains a new project he is working on,[4.09763813 3.3939289 ]
8764,3158,34972,61,8.168749025097313,Sheldon explains a new project he is working on,[3.5308206  4.32757847]
8764,4720,52112,62,7.992535704531332,Sheldon explains a new project he is working on,[3.96744414 3.42137535]
8764,6878,75472,63,7.992535704531332,Sheldon explains a new project he is working on,[3.96744414 3.42137535]
8764,6940,76189,64,7.992535704531332,Sheldon explains a new project he is working on,[3.96744414 3.42137535]
8764,6359,69982,65,7.949491164301066,Sheldon explains a new project he is working on,[3.98190025 4.37257125]
8764,1253,14174,66,7.930761529967001,Sheldon explains a new project he is working on,[4.47219924 3.71550802]
8764,2728,30032,67,7.790323148788455,Sheldon explains a new project he is working on,[3.84691522 3.43701927]
8764,3015,33303,68,7.790323148788455,Sheldon explains a new project he is working on,[3.84691522 3.43701927]
8764,3368,37158,69,7.790323148788455,Sheldon explains a new project he is working on,[3.84691522 3.43701927]
8764,6345,69797,70,7.790323148788455,Sheldon explains a new project he is working on,[3.84691522 3.43701927]
8764,1455,16255,71,7.65311919385106,Sheldon explains a new project he is working on,[3.81408263 4.35620684]
8764,7446,81677,72,7.5980901351623995,Sheldon explains a new project he is working on,[3.73470886 3.44431629]
8764,2081,22923,73,7.565940328233474,Sheldon explains a new project he is working on,[4.48113987 3.06970621]
8764,4206,46621,74,7.497598226444772,Sheldon explains a new project he is working on,[4.23515422 1.91023358]
8764,249,2595,75,7.482618670924659,Sheldon explains a new project he is working on,[3.39000218 6.29188514]
8764,691,7878,76,7.378051565574342,Sheldon explains a new project he is working on,[3.66054353 4.33344369]
8764,5068,55858,77,7.3327773310221245,Sheldon explains a new project he is working on,[3.98326408 3.5253883 ]
8764,5386,59270,78,7.3062470078568795,Sheldon explains a new project he is working on,[3.55048336 4.61702987]
8764,6995,76745,79,7.267083177428541,Sheldon explains a new project he is working on,[4.00492299 2.32480578]
8764,3738,41265,80,7.24074666537224,Sheldon explains a new project he is working on,[3.53121623 3.44249443]
8764,4281,47447,81,7.24074666537224,Sheldon explains a new project he is working on,[3.53121623 3.44249443]
8764,4941,54605,82,7.24074666537224,Sheldon explains a new project he is working on,[3.53121623 3.44249443]
8764,1823,20203,83,7.050319787045907,Sheldon explains a new project he is working on,[3.81285987 2.55699286]
8764,4989,55165,84,7.050319787045907,Sheldon explains a new project he is working on,[3.81285987 2.55699286]
8764,7872,86233,85,7.050319787045907,Sheldon explains a new project he is working on,[3.81285987 2.55699286]
8764,7110,77989,86,6.976381049542749,Sheldon explains a new project he is working on,[3.47031555 4.66491208]
8764,2346,25743,87,6.932691818413095,Sheldon explains a new project he is working on,[3.66130099 1.55908163]
8764,3741,41287,88,6.915505620601925,Sheldon explains a new project he is working on,[3.35061559 3.42738955]
8764,5772,63452,89,6.915505620601925,Sheldon explains a new project he is working on,[3.35061559 3.42738955]
8764,1782,19763,90,6.899565876264471,Sheldon explains a new project he is working on,[3.63703418 2.56140792]
8764,7889,86415,91,6.898131537917496,Sheldon explains a new project he is working on,[3.67219289 2.77910614]
8764,7632,83636,92,6.883552587878628,Sheldon explains a new project he is working on,[3.59930551 2.36623505]
8764,4015,44605,93,6.84647575586242,Sheldon explains a new project he is working on,[3.55202574 1.81498596]
8764,4974,55005,94,6.84647575586242,Sheldon explains a new project he is working on,[3.55202574 1.81498596]
8764,2374,26051,95,6.846113139237945,Sheldon explains a new project he is working on,[3.64699578 2.69340803]
8764,2377,26059,96,6.846113139237945,Sheldon explains a new project he is working on,[3.64699578 2.69340803]
8764,6413,70541,97,6.846113139237945,Sheldon explains a new project he is working on,[3.64699578 2.69340803]
8764,6647,73175,98,6.846113139237945,Sheldon explains a new project he is working on,[3.64699578 2.69340803]
8764,2940,32331,99,6.815709993716277,Sheldon explains a new project he is working on,[3.79379232 3.19518058]
14154,2721,29923,0,21.512705411848117,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[10.78536061 12.01005038]
14154,1007,11413,1,20.853690167038486,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[10.48626141 10.27245157]
14154,5914,64963,2,19.97785258551185,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[9.85658306 9.33649721]
14154,3845,42531,3,19.066910600220165,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[9.43579356 8.72423833]
14154,2371,26043,4,18.600839692758882,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.95553251 9.01637212]
14154,1539,17141,5,18.481393475817303,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.90290558 7.89737917]
14154,5627,61722,6,18.466233771234275,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[9.24670497 8.37910521]
14154,2681,29402,7,18.108709643945772,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.30412384 8.50789269]
14154,2805,30902,8,17.904120862279928,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.44553905 7.45356459]
14154,7135,78208,9,17.66395732748515,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[9.02242798 5.0466524 ]
14154,2399,26266,10,17.581273627448567,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.79981392 7.78729786]
14154,4113,45578,11,17.509198928929443,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.55628026 7.52225324]
14154,6910,75814,12,17.465210252221077,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.13442104 9.54559402]
14154,7139,78245,13,17.32107064400813,Ross pretends to have a conversation with Joey at the table to avoid talking to Rachel,[8.14542726 8.01669853]
